Lemma,Gender,Nom_Sg,Gen_Sg,Acc_Sg,Voc_Sg,Nom_Pl,Gen_Pl,Acc_Pl,Voc_Pl
σφραγίδα,Fem,σφραγίδα,σφραγίδας,σφραγίδα,σφραγίδα,σφραγίδες,σφραγίδων,σφραγίδες,σφραγίδες
σχέδιο,Neut,σχέδιο,σχέδιου,σχέδιο,σχέδιο,σχέδια,σχεδίων,σχέδια,σχέδια
σχέση,Fem,σχέση,σχέσης,σχέση,σχέση,σχέσεις,σχέσεων,σχέσεις,σχέσεις
σχήμα,Neut,σχήμα,σχήματος,σχήμα,σχήμα,σχήματα,σχημάτων,σχήματα,σχήματα
σχεδιασμός,Masc,σχεδιασμός,σχεδιασμού,σχεδιασμό,σχεδιασμέ,σχεδιασμοί,σχεδιασμών,σχεδιασμούς,σχεδιασμοί
σχεδιαστής,Masc,σχεδιαστής,σχεδιαστή,σχεδιαστή,σχεδιαστή,σχεδιαστές,σχεδιαστών,σχεδιαστές,σχεδιαστές
σχοινί,Neut,σχοινί,σχοινιού,σχοινί,σχοινί,σχοινιά,σχοινιών,σχοινιά,σχοινιά
σχολή,Fem,σχολή,σχολής,σχολή,σχολή,σχολές,σχολών,σχολές,σχολές
σχολείο,Neut,σχολείο,σχολείου,σχολείο,σχολείο,σχολεία,σχολείων,σχολεία,σχολεία
σχολιασμός,Masc,σχολιασμός,σχολιασμού,σχολιασμό,σχολιασμέ,σχολιασμοί,σχολιασμών,σχολιασμούς,σχολιασμοί
σχολιαστής,Masc,σχολιαστής,σχολιαστή,σχολιαστή,σχολιαστή,σχολιαστές,σχολιαστών,σχολιαστές,σχολιαστές
σχόλιο,Neut,σχόλιο,σχόλιου,σχόλιο,σχόλιο,σχόλια,σχολίων,σχόλια,σχόλια
σωλήνας,Masc,σωλήνας,σωλήνα,σωλήνα,σωλήνα,σωλήνες,σωλήνων,σωλήνες,σωλήνες
σωματίδιο,Neut,σωματίδιο,σωματίδιου,σωματίδιο,σωματίδιο,σωματίδια,σωματιδίων,σωματίδια,σωματίδια
σωματείο,Neut,σωματείο,σωματείου,σωματείο,σωματείο,σωματεία,σωματείων,σωματεία,σωματεία
σωρός,Masc,σωρός,σωρού,σωρό,σωρέ,σωροί,σωρών,σωρούς,σωροί
σωτήρας,Masc,σωτήρας,σωτήρα,σωτήρα,σωτήρα,σωτήρες,σωτηρών,σωτήρες,σωτήρες
σόι,Neut,σόι,σογιού,σόι,σόι,σόγια,σογιών,σόγια,σόγια
σύγκλιση,Fem,σύγκλιση,σύγκλισης,σύγκλιση,σύγκλιση,συγκλίσεις,συγκλίσεων,συγκλίσεις,συγκλίσεις
σύγκριση,Fem,σύγκριση,σύγκρισης,σύγκριση,σύγκριση,συγκρίσεις,συγκρίσεων,συγκρίσεις,συγκρίσεις
σύγκρουση,Fem,σύγκρουση,σύγκρουσης,σύγκρουση,σύγκρουση,συγκρούσεις,συγκρούσεων,συγκρούσεις,συγκρούσεις
σύγχυση,Fem,σύγχυση,σύγχυσης,σύγχυση,σύγχυση,συγχύσεις,συγχύσεων,συγχύσεις,συγχύσεις
σύζυγος,Masc,σύζυγος,συζύγου,σύζυγο,σύζυγε,σύζυγοι,συζύγων,συζύγους,σύζυγοι
σύλληψη,Fem,σύλληψη,σύλληψης,σύλληψη,σύλληψη,συλλήψεις,συλλήψεων,συλλήψεις,συλλήψεις
σύλλογος,Masc,σύλλογος,συλλόγου,σύλλογο,σύλλογε,σύλλογοι,συλλόγων,συλλόγους,σύλλογοι
σύμβαση,Fem,σύμβαση,σύμβασης,σύμβαση,σύμβαση,συμβάσεις,συμβάσεων,συμβάσεις,συμβάσεις
σύμβολο,Neut,σύμβολο,σύμβολου,σύμβολο,σύμβολο,σύμβολα,συμβόλων,σύμβολα,σύμβολα
σύμβουλος,Masc,σύμβουλος,συμβούλου,σύμβουλο,σύμβουλε,σύμβουλοι,συμβούλων,συμβούλους,σύμβουλοι
σύμμαχος,Masc,σύμμαχος,συμμάχου,σύμμαχο,σύμμαχο,σύμμαχοι,συμμάχων,συμμάχους,σύμμαχοι
σύμπαν,Neut,σύμπαν,σύμπαντος,σύμπαν,σύμπαν,σύμπαντα,συμπάντων,σύμπαντα,σύμπαντα
σύμπτωμα,Neut,σύμπτωμα,συμπτώματος,σύμπτωμα,σύμπτωμα,συμπτώματα,συμπτωμάτων,συμπτώματα,συμπτώματα
σύμπτωση,Fem,σύμπτωση,σύμπτωσης,σύμπτωση,σύμπτωση,συμπτώσεις,συμπτώσεων,συμπτώσεις,συμπτώσεις
σύμφωνα,Neut,,,,,,,,
σύμφωνο,Neut,σύμφωνο,σύμφωνου,σύμφωνο,σύμφωνο,σύμφωνα,συμφώνων,σύμφωνα,σύμφωνα
σύνδεση,Fem,σύνδεση,σύνδεσης,σύνδεση,σύνδεση,συνδέσεις,συνδέσεων,συνδέσεις,συνδέσεις
σύνδεσμος,Masc,σύνδεσμος,συνδέσμου,σύνδεσμο,σύνδεσμε,σύνδεσμοι,συνδέσμων,συνδέσμους,σύνδεσμοι
σύνδρομο,Neut,σύνδρομο,σύνδρομου,σύνδρομο,σύνδρομο,σύνδρομα,συνδρόμων,σύνδρομα,σύνδρομα
σύνθεση,Fem,σύνθεση,σύνθεσης,σύνθεση,σύνθεση,συνθέσεις,συνθέσεων,συνθέσεις,συνθέσεις
σύνθημα,Neut,σύνθημα,συνθήματος,σύνθημα,σύνθημα,συνθήματα,συνθημάτων,συνθήματα,συνθήματα
σύννεφο,Neut,σύννεφο,σύννεφου,σύννεφο,σύννεφο,σύννεφα,σύννεφων,σύννεφα,σύννεφα
σύνοδος,Fem,σύνοδος,συνόδου,σύνοδο,σύνοδο,σύνοδοι,συνόδων,συνόδους,σύνοδοι
σύνολο,Neut,σύνολο,σύνολου,σύνολο,σύνολο,σύνολα,συνόλων,σύνολα,σύνολα
σύνορο,Neut,σύνορο,σύνορου,σύνορο,σύνορο,σύνορα,συνόρων,σύνορα,σύνορα
σύνταγμα,Neut,σύνταγμα,συντάγματος,σύνταγμα,σύνταγμα,συντάγματα,συνταγμάτων,συντάγματα,συντάγματα
σύνταξη,Fem,σύνταξη,σύνταξης,σύνταξη,σύνταξη,συντάξεις,συντάξεων,συντάξεις,συντάξεις
σύντροφος,Masc,σύντροφος,συντρόφου,σύντροφο,σύντροφε,σύντροφοι,συντρόφων,συντρόφους,σύντροφοι
σύρμα,Neut,σύρμα,σύρματος,σύρμα,σύρμα,σύρματα,συρμάτων,σύρματα,σύρματα
σύσκεψη,Fem,σύσκεψη,σύσκεψης,σύσκεψη,σύσκεψη,συσκέψεις,συσκέψεων,συσκέψεις,συσκέψεις
σύσταση,Fem,σύσταση,σύστασης,σύσταση,σύσταση,συστάσεις,συστάσεων,συστάσεις,συστάσεις
σύστημα,Neut,σύστημα,συστήματος,σύστημα,σύστημα,συστήματα,συστημάτων,συστήματα,συστήματα
σώμα,Neut,σώμα,σώματος,σώμα,σώμα,σώματα,σωμάτων,σώματα,σώματα
τάγμα,Neut,τάγμα,τάγματος,τάγμα,τάγμα,τάγματα,ταγμάτων,τάγματα,τάγματα
τάξη,Fem,τάξη,τάξης,τάξη,τάξη,τάξεις,τάξεων,τάξεις,τάξεις
τάση,Fem,τάση,τάσης,τάση,τάση,τάσεις,τάσεων,τάσεις,τάσεις
τάφος,Masc,τάφος,τάφου,τάφο,τάφε,τάφοι,τάφων,τάφους,τάφοι
τέλος,Neut,τέλος,τέλους,τέλος,τέλος,τέλη,τελών,τέλη,τέλη
τένις,Neut,,,,,,,,
τέρας,Neut,τέρας,τέρατος,τέρας,τέρας,τέρατα,τεράτων,τέρατα,τέρατα
τέρμα,Neut,τέρμα,τέρματος,τέρμα,τέρμα,τέρματα,τερμάτων,τέρματα,τέρματα
τέταρτο,Neut,τέταρτο,τέταρτου,τέταρτο,τέταρτο,τέταρτα,τέταρτων,τέταρτα,τέταρτα
τέχνασμα,Neut,τέχνασμα,τεχνάσματος,τέχνασμα,τέχνασμα,τεχνάσματα,τεχνασμάτων,τεχνάσματα,τεχνάσματα
τέχνη,Fem,τέχνη,τέχνης,τέχνη,τέχνη,τέχνες,τεχνών,τέχνες,τέχνες
τήξη,Fem,τήξη,τήξης,τήξη,τήξη,τήξεις,τήξεων,τήξεις,τήξεις
τίγρης,Masc,,,,,,,,
τίτλος,Masc,τίτλος,τίτλου,τίτλο,τίτλε,τίτλοι,τίτλων,τίτλους,τίτλοι
ταίρι,Neut,ταίρι,-,ταίρι,ταίρι,ταίρια,-,ταίρια,ταίρια
ταβάνι,Neut,ταβάνι,ταβανιού,ταβάνι,ταβάνι,ταβάνια,ταβανιών,ταβάνια,ταβάνια
ταγματάρχης,Masc,ταγματάρχης,ταγματάρχη,ταγματάρχη,ταγματάρχη,ταγματάρχες,ταγματαρχών,ταγματάρχες,ταγματάρχες
ταινία,Fem,ταινία,ταινίας,ταινία,ταινία,ταινίες,ταινιών,ταινίες,ταινίες
τακτ,Neut,,,,,,,,
ταλέντο,Neut,ταλέντο,ταλέντου,ταλέντο,ταλέντο,ταλέντα,ταλέντων,ταλέντα,ταλέντα
ταλαιπωρία,Fem,ταλαιπωρία,ταλαιπωρίας,ταλαιπωρία,ταλαιπωρία,ταλαιπωρίες,ταλαιπωριών,ταλαιπωρίες,ταλαιπωρίες
ταμίας,Masc,ταμίας,ταμίας,ταμία,ταμία,ταμίες,ταμιών,ταμίες,ταμίες
ταμείο,Neut,ταμείο,ταμείου,ταμείο,ταμείο,ταμεία,ταμείων,ταμεία,ταμεία
τανκ,Neut,,,,,,,,
ταξί,Neut,,,,,,,,
ταξίδι,Neut,ταξίδι,ταξιδιού,ταξίδι,ταξίδι,ταξίδια,ταξιδιών,ταξίδια,ταξίδια
ταξιδιώτης,Masc,ταξιδιώτης,ταξιδιώτη,ταξιδιώτη,ταξιδιώτη,ταξιδιώτες,ταξιδιωτών,ταξιδιώτες,ταξιδιώτες
ταξινόμηση,Fem,ταξινόμηση,ταξινόμησης,ταξινόμηση,ταξινόμηση,ταξινομήσεις,ταξινομήσεων,ταξινομήσεις,ταξινομήσεις
ταπετσαρία,Fem,ταπετσαρία,ταπετσαρίας,ταπετσαρία,ταπετσαρία,ταπετσαρίες,ταπετσαριών,ταπετσαρίες,ταπετσαρίες
τασάκι,Neut,τασάκι,-,τασάκι,τασάκι,τασάκια,-,τασάκια,τασάκια
ταυτότητα,Fem,ταυτότητα,ταυτότητας,ταυτότητα,ταυτότητα,ταυτότητες,ταυτοτήτων,ταυτότητες,ταυτότητες
ταφή,Fem,ταφή,ταφής,ταφή,ταφή,ταφές,ταφών,ταφές,ταφές
ταχυδρομείο,Neut,ταχυδρομείο,ταχυδρομείου,ταχυδρομείο,ταχυδρομείο,ταχυδρομεία,ταχυδρομείων,ταχυδρομεία,ταχυδρομεία
ταχυδρόμος,Masc,ταχυδρόμος,ταχυδρόμου,ταχυδρόμο,ταχυδρόμε,ταχυδρόμοι,ταχυδρόμων,ταχυδρόμους,ταχυδρόμοι
ταχύτητα,Fem,ταχύτητα,ταχύτητας,ταχύτητα,ταχύτητα,ταχύτητες,ταχυτήτων,ταχύτητες,ταχύτητες
